Archive_Date,Group,Hospital_HIPE,Hospital,Specialty_HIPE1,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Adult,16-64, 9-12 Months,1
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Adult,16-64,18 Months +,2
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Adult,65+, 3-6 Months,4
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Adult,65+, 6-9 Months,2
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Adult,65+,12-15 Months,1
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Adult,65+,12-15 Months,4
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Adult,65+,15-18 Months,1
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Child,0-15, 0-3 Months,1
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Adult,16-64, 3-6 Months,29
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Adult,16-64, 6-9 Months,14
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Adult,16-64,12-15 Months,17
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Adult,16-64,15-18 Months,17
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Child,0-15, 6-9 Months,1
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Adult,16-64,18 Months +,3
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Adult,65+, 0-3 Months,12
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Adult,65+, 3-6 Months,2
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2604,Vascular Surgery,Adult,16-64, 9-12 Months,33
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2604,Vascular Surgery,Adult,65+, 3-6 Months,33
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,2604,Vascular Surgery,Adult,65+,18 Months +,46
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Adult,16-64, 3-6 Months,9
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Adult,16-64, 6-9 Months,3
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Adult,65+, 9-12 Months,2
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,7800,Urology,Adult,65+, 9-12 Months,26
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Adult,16-64,18 Months +,436
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Adult,65+, 0-3 Months,25
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Adult,65+, 3-6 Months,32
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Adult,65+, 6-9 Months,19
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Adult,65+,12-15 Months,14
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Adult,65+,15-18 Months,21
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Child,0-15, 0-3 Months,2
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Child,0-15,15-18 Months,1
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8900,Microbiology,Adult,16-64, 0-3 Months,41
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8900,Microbiology,Adult,16-64,18 Months +,3
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8900,Microbiology,Adult,65+,12-15 Months,1
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0300,Dermatology,Adult,16-64, 9-12 Months,150
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0300,Dermatology,Adult,65+, 0-3 Months,274
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0300,Dermatology,Adult,65+,18 Months +,44
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0300,Dermatology,Child,0-15,18 Months +,54
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0400,Endocrinology,Adult,16-64, 9-12 Months,70
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0400,Endocrinology,Adult,65+,18 Months +,59
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,236
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Adult,65+, 9-12 Months,45
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Child,0-15, 9-12 Months,51
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,16-64, 0-3 Months,652
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,16-64, 3-6 Months,570
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,16-64,12-15 Months,352
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,16-64,15-18 Months,387
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,65+, 9-12 Months,177
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Child,0-15, 3-6 Months,148
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Child,0-15,12-15 Months,27
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2000,Plastic Surgery,Adult,65+, 0-3 Months,96
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2000,Plastic Surgery,Adult,65+,15-18 Months,56
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2000,Plastic Surgery,Adult,65+,18 Months +,197
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2000,Plastic Surgery,Child,0-15,18 Months +,64
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,7800,Urology,Adult,16-64,15-18 Months,86
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,7800,Urology,Adult,65+, 3-6 Months,33
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,7800,Urology,Adult,65+,12-15 Months,15
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,7800,Urology,Adult,65+,18 Months +,71
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,7800,Urology,Child,0-15, 6-9 Months,26
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,7800,Urology,Child,0-15, 9-12 Months,27
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Adult,16-64, 0-3 Months,55
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Adult,16-64, 3-6 Months,82
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Adult,16-64, 9-12 Months,46
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Adult,16-64,12-15 Months,52
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8900,Microbiology,Adult,16-64, 3-6 Months,6
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8900,Microbiology,Adult,16-64, 6-9 Months,2
28/01/2021,South/South West Hospital Group,0913,Mercy University Hospital,8900,Microbiology,Adult,16-64,12-15 Months,3
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0300,Dermatology,Adult,65+,15-18 Months,17
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0300,Dermatology,Child,0-15, 0-3 Months,74
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0300,Dermatology,Child,0-15, 9-12 Months,38
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0400,Endocrinology,Adult,65+, 0-3 Months,28
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0400,Endocrinology,Adult,65+, 6-9 Months,20
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0400,Endocrinology,Adult,65+, 9-12 Months,22
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Adult,16-64,15-18 Months,217
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Adult,65+,18 Months +,253
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Child,0-15, 0-3 Months,227
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Child,0-15, 3-6 Months,95
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Child,0-15,12-15 Months,36
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,16-64,18 Months +,1610
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,65+, 0-3 Months,314
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,65+, 3-6 Months,236
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,65+, 6-9 Months,161
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,65+,12-15 Months,171
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Child,0-15,15-18 Months,15
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2000,Plastic Surgery,Adult,16-64,15-18 Months,122
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2000,Plastic Surgery,Child,0-15, 0-3 Months,17
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2000,Plastic Surgery,Child,0-15, 6-9 Months,7
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2000,Plastic Surgery,Child,0-15, 9-12 Months,10
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2003,Maxillo-Facial,Adult,16-64, 0-3 Months,70
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2003,Maxillo-Facial,Adult,16-64,15-18 Months,38
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2003,Maxillo-Facial,Adult,16-64,18 Months +,55
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2003,Maxillo-Facial,Adult,65+, 3-6 Months,10
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2003,Maxillo-Facial,Adult,65+, 6-9 Months,6
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2003,Maxillo-Facial,Adult,65+, 9-12 Months,5
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2003,Maxillo-Facial,Adult,65+,12-15 Months,2
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2500,Rheumatology,Adult,65+, 0-3 Months,63
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2500,Rheumatology,Adult,65+, 6-9 Months,18
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2500,Rheumatology,Adult,65+, 9-12 Months,8
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2600,General Surgery,Adult,16-64,15-18 Months,1
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2600,General Surgery,Child,0-15, 6-9 Months,7
28/01/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2600,General Surgery,Child,0-15, 9-12 Months,5
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0100,Cardiology,Adult,65+, 6-9 Months,84
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0100,Cardiology,Adult,65+,15-18 Months,64
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0100,Cardiology,Child,0-15, 3-6 Months,1
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0300,Dermatology,Adult,16-64, 9-12 Months,232
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0300,Dermatology,Adult,65+,18 Months +,717
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,439
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,327
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0600,Otolaryngology (ENT),Adult,16-64,12-15 Months,392
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0600,Otolaryngology (ENT),Adult,65+, 9-12 Months,129
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0600,Otolaryngology (ENT),Child,0-15, 3-6 Months,151
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0600,Otolaryngology (ENT),Child,0-15,12-15 Months,235
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Adult,16-64, 9-12 Months,51
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Adult,65+, 6-9 Months,8
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Adult,65+,18 Months +,24
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,0900,Geriatric Medicine,Adult,16-64, 9-12 Months,2
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1100,Haematology,Adult,16-64,18 Months +,14
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1100,Haematology,Adult,65+, 0-3 Months,72
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1100,Haematology,Adult,65+, 3-6 Months,40
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1100,Haematology,Adult,65+,12-15 Months,10
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1300,Neurology,Adult,16-64,18 Months +,876
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1300,Neurology,Adult,65+, 0-3 Months,28
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1300,Neurology,Adult,65+, 3-6 Months,34
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1300,Neurology,Adult,65+,12-15 Months,26
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1503,Gynaecology,Adult,16-64, 3-6 Months,150
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1503,Gynaecology,Adult,16-64, 6-9 Months,121
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1503,Gynaecology,Adult,16-64,12-15 Months,82
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1503,Gynaecology,Adult,16-64,15-18 Months,36
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1503,Gynaecology,Adult,65+, 9-12 Months,14
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1503,Gynaecology,Child,0-15, 3-6 Months,3
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1503,Gynaecology,Child,0-15, 6-9 Months,1
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Adult,16-64, 0-3 Months,299
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Adult,16-64, 3-6 Months,216
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Adult,16-64, 6-9 Months,115
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Adult,16-64,12-15 Months,188
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Adult,16-64,15-18 Months,145
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Child,0-15, 3-6 Months,91
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Child,0-15, 6-9 Months,21
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Child,0-15,12-15 Months,12
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1700,Ophthalmology,Child,0-15,15-18 Months,2
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Adult,16-64, 0-3 Months,696
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Adult,16-64, 6-9 Months,449
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Adult,16-64,15-18 Months,477
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Adult,16-64,18 Months +,1615
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Adult,65+, 3-6 Months,274
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Adult,65+,12-15 Months,282
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Child,0-15, 0-3 Months,46
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Child,0-15, 6-9 Months,21
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Child,0-15,12-15 Months,15
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1800,Orthopaedics,Child,0-15,15-18 Months,13
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,1900,Paediatrics,Adult,16-64, 9-12 Months,2
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1700,Ophthalmology,Adult,16-64, 9-12 Months,21
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1700,Ophthalmology,Adult,16-64,12-15 Months,16
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1700,Ophthalmology,Child,0-15,15-18 Months,1
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1800,Orthopaedics,Child,0-15, 0-3 Months,59
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1800,Orthopaedics,Child,0-15, 3-6 Months,28
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1800,Orthopaedics,Child,0-15, 6-9 Months,14
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1800,Orthopaedics,Child,0-15, 9-12 Months,19
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1800,Orthopaedics,Child,0-15,12-15 Months,35
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1800,Orthopaedics,Child,0-15,18 Months +,7
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1900,Paediatrics,Adult,16-64, 0-3 Months,4
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1900,Paediatrics,Adult,16-64, 6-9 Months,3
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1900,Paediatrics,Adult,16-64, 9-12 Months,6
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1900,Paediatrics,Child,0-15,15-18 Months,46
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2300,Nephrology,Adult,65+, 0-3 Months,16
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2300,Nephrology,Adult,65+, 3-6 Months,1
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2400,Respiratory Medicine,Adult,16-64,15-18 Months,55
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2400,Respiratory Medicine,Adult,65+, 0-3 Months,33
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2400,Respiratory Medicine,Adult,65+, 6-9 Months,14
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2400,Respiratory Medicine,Adult,65+, 9-12 Months,22
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2400,Respiratory Medicine,Adult,65+,18 Months +,28
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Adult,16-64, 3-6 Months,102
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Adult,16-64, 6-9 Months,14
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Adult,16-64, 9-12 Months,6
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2700,Infectious Diseases,Adult,65+, 0-3 Months,1
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Adult,65+,15-18 Months,29
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Adult,65+, 0-3 Months,219
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Adult,65+, 3-6 Months,113
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Adult,65+, 6-9 Months,61
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Adult,65+, 9-12 Months,14
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Adult,65+,12-15 Months,1
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Adult,16-64, 0-3 Months,329
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Adult,65+, 3-6 Months,141
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Adult,65+, 6-9 Months,124
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Adult,65+, 9-12 Months,69
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Adult,65+,12-15 Months,36
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0400,Endocrinology,Adult,16-64, 6-9 Months,90
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0400,Endocrinology,Child,0-15, 6-9 Months,1
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,617
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,468
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,269
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,16-64,12-15 Months,214
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Adult,16-64, 0-3 Months,328
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Adult,16-64, 3-6 Months,136
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Adult,16-64, 9-12 Months,7
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Adult,65+, 6-9 Months,11
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0900,Geriatric Medicine,Adult,65+, 3-6 Months,26
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1100,Haematology,Adult,16-64,15-18 Months,4
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1100,Haematology,Adult,65+, 0-3 Months,85
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1100,Haematology,Adult,65+, 3-6 Months,96
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1100,Haematology,Adult,65+,12-15 Months,10
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Adult,16-64,15-18 Months,79
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Adult,16-64,18 Months +,7
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Adult,65+, 0-3 Months,104
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Child,0-15, 6-9 Months,1
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Adult,65+, 0-3 Months,54
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Child,0-15, 3-6 Months,1
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1600,Oncology,Adult,65+, 3-6 Months,3
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1700,Ophthalmology,Adult,16-64, 0-3 Months,98
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1700,Ophthalmology,Adult,16-64, 6-9 Months,7
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1700,Ophthalmology,Adult,16-64, 9-12 Months,1
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,1700,Ophthalmology,Adult,65+, 3-6 Months,83
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Adult,16-64, 0-3 Months,379
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Adult,16-64, 9-12 Months,168
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Adult,65+, 3-6 Months,63
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Adult,65+, 6-9 Months,34
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Adult,65+,12-15 Months,12
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2100,Psychiatry,Adult,16-64, 3-6 Months,3
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2300,Nephrology,Adult,65+, 0-3 Months,22
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2300,Nephrology,Adult,65+, 3-6 Months,2
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2400,Respiratory Medicine,Adult,65+, 0-3 Months,72
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2400,Respiratory Medicine,Adult,65+, 9-12 Months,2
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2400,Respiratory Medicine,Child,0-15, 3-6 Months,1
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2500,Rheumatology,Adult,16-64, 3-6 Months,41
