ArchiveDate,Adult_Child,HospitalName,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
25/04/2024,Adult,Ennis Hospital,485,353,257,44,"1,138"
25/04/2024,Adult,Galway University Hospitals,"21,844","8,313","4,312","7,162","41,632"
25/04/2024,Adult,Letterkenny University Hospital,"8,106","2,351",981,"1,809","13,247"
25/04/2024,Adult,Louth County Hospital,"1,449",393,3,0,"1,845"
25/04/2024,Adult,Mallow General Hospital,"2,381",847,341,54,"3,622"
25/04/2024,Adult,Mater Misericordiae University Hospital,"22,298","7,455","3,198","4,961","37,912"
25/04/2024,Adult,Mayo University Hospital,"3,978","1,127",399,310,"5,814"
25/04/2024,Adult,Mercy University Hospital,"2,905","1,396",520,862,"5,683"
25/04/2024,Adult,Midland Regional Hospital Mullingar,"4,779","1,960","1,099","1,140","8,978"
25/04/2024,Adult,Midland Regional Hospital Portlaoise,"2,201","1,036",350,425,"4,012"
25/04/2024,Adult,Midland Regional Hospital Tullamore,"8,387","2,058",260,0,"10,704"
25/04/2024,Adult,Naas General Hospital,"6,109","2,897",938,166,"10,109"
25/04/2024,Adult,National Maternity Hospital (Holles Street),"2,603",615,95,0,"3,313"
25/04/2024,Adult,National Orthopaedic Hospital Cappagh,"2,719","1,951",575,226,"5,471"
25/04/2024,Adult,Nenagh Hospital,377,279,216,54,926
25/04/2024,Adult,Our Lady of Lourdes Hospital Drogheda,"8,224","3,275",341,60,"11,901"
25/04/2024,Adult,Our Lady's Hospital Navan,"3,499","1,950",617,132,"6,198"
25/04/2024,Adult,Portiuncula University Hospital,"2,090",331,139,83,"2,643"
25/04/2024,Adult,Roscommon University Hospital,"2,493",724,157,148,"3,521"
25/04/2024,Adult,Rotunda Hospital,"3,734",821,0,2,"4,557"
25/04/2024,Adult,Royal Victoria Eye and Ear Hospital,"5,618","2,889","1,730","1,640","11,877"
25/04/2024,Adult,Sligo University Hospital,"7,413","2,362",884,"1,461","12,119"
25/04/2024,Adult,South Infirmary Victoria University Hospital,"11,475","6,683","2,936","4,052","25,146"
25/04/2024,Adult,St. Columcille's Hospital,"2,233","1,604","1,183","4,127","9,148"
25/04/2024,Adult,St. James's Hospital,"17,157","5,194","1,417","1,185","24,954"
25/04/2024,Adult,St. John's Hospital Limerick,427,260,40,0,727
25/04/2024,Adult,St. Luke's General Hospital Kilkenny,"3,740","1,410",522,189,"5,860"
25/04/2024,Adult,St. Michael's Hospital,"2,601",946,321,298,"4,165"
25/04/2024,Adult,St. Vincent's University Hospital,"19,505","7,469","2,565",824,"30,362"
25/04/2024,Adult,Tallaght University Hospital,"14,206","8,691","4,322","3,525","30,744"
25/04/2024,Adult,Tipperary University Hospital,"2,103",927,233,35,"3,297"
25/04/2024,Adult,University Hospital Kerry,"5,793","2,334",739,171,"9,038"
25/04/2024,Adult,University Hospital Limerick,"14,400","4,304","1,226",864,"20,794"
25/04/2024,Adult,University Hospital Waterford,"17,920","9,743","4,176","4,892","36,732"
25/04/2024,Adult,Wexford General Hospital,"2,803",760,100,60,"3,723"
25/04/2024,Child,Beaumont Hospital,55,5,3,0,64
25/04/2024,Child,Cavan General Hospital,856,323,4,4,"1,188"
25/04/2024,Child,Children's Health Ireland,"19,092","11,016","6,122","4,957","41,187"
25/04/2024,Child,Coombe Women and Infants University Hospital,30,14,6,0,50
25/04/2024,Child,Cork University Hospital,"3,420","1,620",565,356,"5,960"
25/04/2024,Child,Cork University Maternity Hospital,53,2,0,0,55
25/04/2024,Child,Croom Orthopaedic Hospital,177,24,4,2,207
25/04/2024,Child,Ennis Hospital,27,9,2,2,40
25/04/2024,Child,Galway University Hospitals,"3,091","1,151",503,899,"5,644"
25/04/2024,Child,Letterkenny University Hospital,"1,108",354,274,188,"1,924"
25/04/2024,Child,Mallow General Hospital,238,152,130,20,540
25/04/2024,Child,Mayo University Hospital,595,111,25,29,761
25/04/2024,Child,Mercy University Hospital,173,73,4,0,249
25/04/2024,Child,Midland Regional Hospital Mullingar,936,349,135,76,"1,496"
25/04/2024,Child,Midland Regional Hospital Portlaoise,693,334,191,54,"1,272"
25/04/2024,Child,Midland Regional Hospital Tullamore,"1,053",276,37,0,"1,366"
25/04/2024,Child,Naas General Hospital,2,0,0,0,2
25/04/2024,Child,National Maternity Hospital (Holles Street),54,17,0,0,71
25/04/2024,Child,National Orthopaedic Hospital Cappagh,91,50,43,25,209
25/04/2024,Child,Nenagh Hospital,9,2,2,0,13
25/04/2024,Child,Our Lady of Lourdes Hospital Drogheda,"2,178","1,184",222,28,"3,613"
25/04/2024,Child,Our Lady's Hospital Navan,2,2,0,0,3
25/04/2024,Child,Portiuncula University Hospital,393,36,20,0,449
25/04/2024,Child,Rotunda Hospital,22,0,0,0,22
25/04/2024,Child,Royal Victoria Eye and Ear Hospital,299,202,114,70,685
25/04/2024,Child,Sligo University Hospital,"1,270",148,36,79,"1,533"
25/04/2024,Child,South Infirmary Victoria University Hospital,"1,568",784,315,284,"2,951"
25/04/2024,Child,St. John's Hospital Limerick,4,0,0,0,4
25/04/2024,Child,St. Luke's General Hospital Kilkenny,457,27,7,2,493
